,area_type,availability,location,size,total_sqft,bath,price,bhk,price_per_sqft
1322,Built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,1300.0,2.0,55.86,2,4296.923076923077
1323,Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,1379.0,2.0,85.0,2,6163.8868745467735
1327,Carpet  Area,18-Dec,Bhoganhalli,2 BHK,804.1,2.0,69.09,2,8592.214898644446
1329,Super built-up  Area,18-Apr,Bhoganhalli,2 BHK,1444.0,2.0,75.97,2,5261.0803324099725
1330,Super built-up  Area,18-Jul,Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250.172771250864
1331,Built-up  Area,Ready To Move,Bhoganhalli,3 BHK,1700.0,3.0,126.0,3,7411.764705882353
1332,Carpet  Area,18-Dec,Bhoganhalli,4 BHK,1451.5,4.0,121.0,4,8336.203926972097
1333,Super built-up  Area,18-May,Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250.172771250864
1334,Carpet  Area,18-Dec,Bhoganhalli,3 BHK,1053.4,3.0,88.91,3,8440.288589329788
1335,Carpet  Area,18-Dec,Bhoganhalli,2 BHK,910.2,2.0,80.64,2,8859.591298615689
1339,Carpet  Area,18-Dec,Bhoganhalli,4 BHK,1548.3,4.0,129.0,4,8331.71865917458
1340,Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,1760.0,3.0,127.0,3,7215.909090909091
1341,Carpet  Area,18-Dec,Bhoganhalli,4 BHK,1554.3,4.0,131.0,4,8428.231358167664
1343,Super built-up  Area,18-Jul,Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250.172771250864
1344,Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,1949.0,3.0,129.0,3,6618.778860954336
1345,Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,1760.0,3.0,128.0,3,7272.727272727273
1346,Super built-up  Area,18-Jul,Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250.172771250864
1347,Carpet  Area,18-Dec,Bhoganhalli,2 BHK,1181.7,2.0,100.0,2,8462.384700008462
1348,Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,2439.0,4.0,185.0,4,7585.075850758508
1352,Built-up  Area,Ready To Move,Bhoganhalli,2 BHK,1125.0,2.0,54.0,2,4800.0
1353,Super built-up  Area,18-Apr,Bhoganhalli,2 BHK,1444.0,2.0,75.97,2,5261.0803324099725
1354,Super built-up  Area,19-Dec,Bhoganhalli,2 BHK,1205.0,2.0,64.47,2,5350.207468879668
1355,Carpet  Area,18-Dec,Bhoganhalli,3 BHK,1234.6,3.0,104.0,3,8423.780981694477
1356,Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,2439.0,4.0,190.0,4,7790.077900779008
1357,Super built-up  Area,18-Jul,Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250.172771250864
1359,Built-up  Area,Ready To Move,Bhoganhalli,4 BHK,2439.0,5.0,170.0,4,6970.069700697007
1361,Super built-up  Area,18-Sep,Bhoganhalli,2 BHK,1205.0,2.0,68.32,2,5669.709543568464
1362,Super built-up  Area,Ready To Move,Bhoganhalli,2 BHK,1260.0,2.0,69.9,2,5547.619047619049
1363,Carpet  Area,18-Dec,Bhoganhalli,2 BHK,896.9,2.0,78.74,2,8779.128107927305
1364,Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,2439.0,4.0,170.0,4,6970.069700697007
1365,Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,1707.0,3.0,115.0,3,6736.965436438196
1367,Built-up  Area,Ready To Move,Bhoganhalli,2 BHK,970.0,2.0,52.5,2,5412.371134020618
1369,Super built-up  Area,18-May,Bhoganhalli,2 BHK,1277.0,2.0,79.89,2,6256.068911511355
1371,Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,1703.0,3.0,120.0,3,7046.388725778039
1373,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1125.0,2.0,62.0,2,5511.111111111111
1375,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1090.0,2.0,52.0,2,4770.642201834862
1376,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1112.0,2.0,62.0,2,5575.5395683453235
1377,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1140.0,2.0,50.0,2,4385.964912280701
1378,Built-up  Area,Ready To Move,Billekahalli,3 Bedroom,2400.0,3.0,150.0,3,6250.0
1379,Super built-up  Area,Ready To Move,Billekahalli,3 BHK,2968.0,3.0,225.0,3,7580.8625336927225
1380,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1350.0,3.0,55.0,2,4074.074074074074
1381,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,950.0,2.0,58.11,2,6116.8421052631575
1382,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1360.0,2.0,110.0,2,8088.235294117647
1383,Built-up  Area,Ready To Move,Billekahalli,2 BHK,1035.0,2.0,90.0,2,8695.652173913044
1384,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1125.0,2.0,65.0,2,5777.777777777777
1385,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,950.0,2.0,56.0,2,5894.736842105263
1387,Built-up  Area,Ready To Move,Billekahalli,3 BHK,1805.0,3.0,134.0,3,7423.822714681441
1388,Super built-up  Area,19-Dec,Binny Pete,3 BHK,1755.0,3.0,122.0,3,6951.5669515669515
1389,Super built-up  Area,19-Dec,Binny Pete,1 BHK,665.0,1.0,50.75,1,7631.578947368421
1391,Super built-up  Area,19-Dec,Binny Pete,3 BHK,1282.0,3.0,178.0,3,13884.555382215289
1392,Super built-up  Area,19-Dec,Binny Pete,2 BHK,1245.0,2.0,86.28,2,6930.120481927711
1393,Super built-up  Area,19-Dec,Binny Pete,1 BHK,660.0,1.0,54.0,1,8181.818181818182
1394,Super built-up  Area,19-Dec,Binny Pete,2 BHK,1350.0,2.0,91.0,2,6740.740740740741
1395,Super built-up  Area,19-Dec,Binny Pete,1 BHK,665.0,1.0,46.08,1,6929.3233082706765
1396,Super built-up  Area,19-Dec,Binny Pete,1 BHK,660.0,1.0,62.0,1,9393.939393939394
1397,Super built-up  Area,19-Dec,Binny Pete,2 BHK,1365.0,2.0,122.0,2,8937.728937728938
1399,Super built-up  Area,20-Dec,Binny Pete,3 BHK,1282.0,3.0,178.0,3,13884.555382215289
1400,Super built-up  Area,19-Dec,Binny Pete,3 BHK,1795.0,3.0,139.0,3,7743.732590529248
1401,Super built-up  Area,20-Jan,Binny Pete,3 BHK,1740.0,3.0,150.0,3,8620.689655172413
1402,Super built-up  Area,18-Apr,Binny Pete,3 BHK,1970.0,3.0,164.0,3,8324.873096446701
1403,Super built-up  Area,20-Dec,Binny Pete,3 BHK,1282.0,3.0,178.0,3,13884.555382215289
1404,Plot  Area,20-Dec,Binny Pete,3 Bedroom,1282.0,3.0,178.0,3,13884.555382215289
1407,Super built-up  Area,18-May,Binny Pete,3 BHK,1516.0,3.0,147.0,3,9696.569920844327
1408,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1180.0,3.0,48.0,3,4067.7966101694915
1410,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,46.0,3,4279.069767441861
1413,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,45.0,3,4186.046511627907
1415,Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,845.0,2.0,33.0,2,3905.3254437869823
1416,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,45.0,3,4186.046511627907
1417,Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,845.0,2.0,37.0,2,4378.698224852071
1420,Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,845.0,2.0,29.0,2,3431.9526627218934
1421,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,47.0,3,4372.093023255814
1422,Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,850.0,1.0,32.0,2,3764.705882352941
1423,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,50.0,3,4651.162790697675
1424,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,52.0,3,4837.209302325581
1425,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1180.0,2.0,46.0,3,3898.3050847457625
1426,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,42.0,3,3906.9767441860463
1427,Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,845.0,2.0,37.0,2,4378.698224852071
1428,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1180.0,2.0,60.0,3,5084.745762711865
1429,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,43.0,3,4000.0
1430,Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,700.0,1.0,32.0,2,4571.428571428572
1431,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,52.0,3,4837.209302325581
1432,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,50.0,3,4651.162790697675
1434,Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,845.0,2.0,33.0,2,3905.3254437869823
1435,Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,945.0,2.0,33.0,2,3492.063492063492
1436,Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,845.0,2.0,30.0,2,3550.2958579881656
1440,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,43.0,3,4000.0
1441,Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1080.0,2.0,45.0,3,4166.666666666667
1442,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1180.0,2.0,55.5,3,4703.389830508475
1443,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,47.0,3,4372.093023255814
1444,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,48.0,3,4465.116279069767
1446,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,45.0,3,4186.046511627907
1447,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,44.0,3,4093.0232558139537
1449,Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,850.0,2.0,27.0,2,3176.470588235294
1450,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,42.0,3,3906.9767441860463
1451,Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,845.0,2.0,32.0,2,3786.98224852071
1455,Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,845.0,2.0,34.0,2,4023.6686390532545
1456,Built-up  Area,Ready To Move,Bommanahalli,8 Bedroom,3000.0,8.0,140.0,8,4666.666666666667
1457,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1200.0,2.0,40.0,2,3333.3333333333335
1458,Super built-up  Area,Ready To Move,Bommanahalli,3 BHK,1730.0,3.0,96.0,3,5549.132947976878
1459,Super built-up  Area,Ready To Move,Bommanahalli,1 BHK,520.0,1.0,19.5,1,3750.0
1460,Super built-up  Area,18-Jul,Bommanahalli,2 BHK,1000.0,2.0,29.9,2,2990.0
1461,Built-up  Area,Ready To Move,Bommanahalli,1 BHK,515.0,1.0,25.0,1,4854.368932038835
1462,Built-up  Area,Ready To Move,Bommanahalli,2 BHK,1090.0,3.0,44.0,2,4036.697247706422
1466,Super built-up  Area,18-Jul,Bommanahalli,2 BHK,1110.0,2.0,33.0,2,2972.972972972973
1467,Super built-up  Area,Ready To Move,Bommanahalli,3 BHK,1850.0,3.0,90.0,3,4864.864864864865
1468,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,957.0,2.0,53.0,2,5538.1400208986415
1469,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,910.0,2.0,45.0,2,4945.054945054945
1470,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1050.0,2.0,46.0,2,4380.952380952381
1471,Built-up  Area,Ready To Move,Bommanahalli,2 BHK,1290.0,2.0,73.0,2,5658.914728682171
1472,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1100.0,1.0,55.0,2,5000.0
1474,Built-up  Area,Ready To Move,Bommanahalli,2 BHK,1350.0,2.0,72.0,2,5333.333333333333
1476,Super built-up  Area,18-Jul,Bommanahalli,2 BHK,1170.0,2.0,34.0,2,2905.982905982906
1477,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1020.0,2.0,55.0,2,5392.156862745098
1479,Super built-up  Area,Ready To Move,Bommanahalli,3 BHK,1660.0,2.0,100.0,3,6024.096385542169
1481,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1307.0,2.0,50.0,2,3825.554705432288
1482,Super built-up  Area,Ready To Move,Bommanahalli,3 BHK,1416.0,2.0,85.0,3,6002.824858757062
1483,Built-up  Area,Ready To Move,Bommanahalli,2 BHK,1091.0,2.0,40.0,2,3666.3611365719526
1484,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1355.0,2.0,73.17,2,5400.0
1485,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1160.0,2.0,53.0,2,4568.9655172413795
1486,Built-up  Area,Ready To Move,Bommanahalli,7 Bedroom,2875.0,7.0,85.0,7,2956.521739130435
1487,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1050.0,2.0,54.0,2,5142.857142857143
1488,Super built-up  Area,18-Jun,Bommasandra,3 BHK,1260.0,3.0,49.36,3,3917.4603174603176
1489,Super built-up  Area,Ready To Move,Bommasandra,3 BHK,1200.0,3.0,46.0,3,3833.3333333333335
1490,Super built-up  Area,18-Jun,Bommasandra,2 BHK,1035.0,2.0,41.0,2,3961.352657004831
1491,Super built-up  Area,18-May,Bommasandra,2 BHK,1035.0,2.0,41.73,2,4031.884057971014
1492,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,1034.0,2.0,40.0,2,3868.4719535783365
1493,Built-up  Area,Ready To Move,Bommasandra,2 BHK,877.0,2.0,30.0,2,3420.752565564424
1494,Super built-up  Area,18-May,Bommasandra,2 BHK,920.0,2.0,37.46,2,4071.7391304347825
1495,Super built-up  Area,18-May,Bommasandra,2 BHK,1035.0,2.0,41.43,2,4002.8985507246375
1496,Super built-up  Area,18-May,Bommasandra,3 BHK,1295.0,2.0,50.28,3,3882.6254826254826
1498,Super built-up  Area,18-Jun,Bommasandra,2 BHK,1015.0,2.0,40.0,2,3940.886699507389
1499,Built-up  Area,Ready To Move,Bommasandra,2 BHK,1000.0,2.0,35.0,2,3500.0
1500,Super built-up  Area,18-Mar,Bommasandra,2 BHK,955.0,2.0,35.28,2,3694.240837696335
1501,Super built-up  Area,18-Jun,Bommasandra,2 BHK,1005.0,2.0,39.77,2,3957.213930348259
1502,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,1014.0,2.0,35.0,2,3451.6765285996057
1503,Super built-up  Area,18-Jun,Bommasandra,2 BHK,1020.0,2.0,40.89,2,4008.823529411765
1504,Super built-up  Area,18-May,Bommasandra,2 BHK,920.0,2.0,37.2,2,4043.478260869566
1505,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,800.0,1.0,32.0,2,4000.0
1506,Super built-up  Area,18-May,Bommasandra,3 BHK,1280.0,3.0,50.0,3,3906.25
1507,Plot  Area,17-Sep,Bommasandra,3 Bedroom,1942.0,3.0,90.0,3,4634.3975283213185
1508,Super built-up  Area,18-Aug,Bommasandra,2 BHK,1127.0,2.0,45.0,2,3992.9015084294588
1510,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,877.0,2.0,29.0,2,3306.72748004561
1511,Super built-up  Area,18-Jun,Bommasandra,3 BHK,1365.0,3.0,52.81,3,3868.864468864469
1512,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,842.0,2.0,30.0,2,3562.9453681710215
1513,Super built-up  Area,18-May,Bommasandra,3 BHK,1260.0,3.0,49.36,3,3917.4603174603176
1514,Super built-up  Area,18-May,Bommasandra,3 BHK,1365.0,3.0,52.82,3,3869.5970695970695
1515,Super built-up  Area,18-May,Bommasandra,2 BHK,955.0,2.0,37.97,2,3975.916230366492
1516,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,1089.0,2.0,40.0,2,3673.094582185491
1517,Super built-up  Area,18-May,Bommasandra,3 BHK,1365.0,3.0,53.96,3,3953.1135531135533
1518,Super built-up  Area,18-May,Bommasandra Industrial Area,3 BHK,1280.0,3.0,50.4,3,3937.5
1519,Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
1521,Super built-up  Area,18-Mar,Bommasandra Industrial Area,2 BHK,1020.0,2.0,39.0,2,3823.529411764706
1525,Built-up  Area,18-Jul,Bommasandra Industrial Area,2 BHK,1020.0,2.0,29.45,2,2887.2549019607845
1526,Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,1165.0,2.0,33.64,2,2887.5536480686696
1527,Built-up  Area,18-Jul,Bommasandra Industrial Area,2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
1529,Plot  Area,Ready To Move,Bommasandra Industrial Area,2 Bedroom,1200.0,3.0,45.0,2,3750.0
1530,Super built-up  Area,18-Jun,Bommasandra Industrial Area,2 BHK,1005.0,2.0,39.77,2,3957.213930348259
1531,Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,1000.0,2.0,28.88,2,2888.0
1532,Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,1020.0,2.0,29.45,2,2887.2549019607845
1533,Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,1160.0,2.0,33.51,2,2888.793103448276
1534,Built-up  Area,18-Jul,Bommasandra Industrial Area,2 BHK,1125.0,2.0,32.49,2,2888.0
1537,Super built-up  Area,18-Jun,Bommasandra Industrial Area,3 BHK,1365.0,3.0,52.81,3,3868.864468864469
1538,Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,1125.0,2.0,32.49,2,2888.0
1539,Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,1130.0,2.0,32.64,2,2888.495575221239
1540,Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,1065.0,2.0,30.75,2,2887.323943661972
1541,Plot  Area,Ready To Move,Bommenahalli,3 Bedroom,1200.0,3.0,125.0,3,10416.666666666666
1542,Built-up  Area,Ready To Move,Bommenahalli,4 Bedroom,1632.0,3.0,145.0,4,8884.803921568628
1543,Plot  Area,Ready To Move,Bommenahalli,4 Bedroom,1670.0,3.0,135.0,4,8083.832335329342
1544,Built-up  Area,Ready To Move,Bommenahalli,4 Bedroom,1680.0,3.0,135.0,4,8035.714285714285
1545,Plot  Area,Ready To Move,Bommenahalli,4 Bedroom,1632.0,3.0,128.0,4,7843.137254901961
1546,Built-up  Area,Ready To Move,Bommenahalli,3 Bedroom,3339.0,3.0,250.0,3,7487.271638215035
1547,Plot  Area,Ready To Move,Bommenahalli,4 Bedroom,1355.0,3.0,135.0,4,9963.09963099631
1548,Plot  Area,Ready To Move,Bommenahalli,3 Bedroom,1232.0,3.0,96.0,3,7792.207792207792
1549,Built-up  Area,Ready To Move,Bommenahalli,4 Bedroom,1632.0,3.0,140.0,4,8578.43137254902
1550,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1150.0,2.0,69.0,2,6000.0
1551,Built-up  Area,Ready To Move,Brookefield,2 BHK,1142.0,2.0,70.0,2,6129.5971978984235
1555,Plot  Area,Ready To Move,Brookefield,4 Bedroom,2800.0,4.0,240.0,4,8571.42857142857
1556,Super built-up  Area,Ready To Move,Brookefield,3 BHK,1476.0,3.0,105.0,3,7113.821138211382
1557,Plot  Area,Ready To Move,Brookefield,4 Bedroom,1700.0,4.0,152.0,4,8941.176470588236
1558,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1262.0,2.0,75.0,2,5942.947702060222
1559,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1139.0,2.0,80.0,2,7023.705004389815
1560,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1125.0,2.0,70.0,2,6222.222222222223
1561,Super built-up  Area,Ready To Move,Brookefield,3 BHK,1420.0,3.0,85.0,3,5985.915492957746
1563,Super built-up  Area,Ready To Move,Brookefield,2 BHK,941.0,2.0,48.0,2,5100.956429330499
1566,Built-up  Area,Ready To Move,Brookefield,2 BHK,1100.0,2.0,55.0,2,5000.0
1567,Super built-up  Area,Ready To Move,Brookefield,4 BHK,2400.0,3.0,140.0,4,5833.333333333333
1568,Built-up  Area,Ready To Move,Brookefield,2 BHK,1225.0,2.0,66.5,2,5428.571428571428
1569,Plot  Area,Ready To Move,Brookefield,8 Bedroom,2700.0,8.0,290.0,8,10740.74074074074
1570,Plot  Area,Ready To Move,Brookefield,5 Bedroom,1950.0,6.0,175.0,5,8974.358974358975
1571,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1080.0,2.0,50.0,2,4629.62962962963
1572,Built-up  Area,Ready To Move,Brookefield,2 BHK,1230.0,2.0,55.0,2,4471.544715447155
1573,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1200.0,2.0,75.0,2,6250.0
1574,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1089.0,2.0,49.0,2,4499.540863177227
1575,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1130.0,2.0,56.0,2,4955.7522123893805
1576,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1270.0,2.0,95.0,2,7480.314960629921
1577,Super built-up  Area,Ready To Move,Brookefield,3 BHK,1706.0,3.0,115.0,3,6740.914419695194
1578,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1389.0,2.0,94.0,2,6767.458603311735
1580,Plot  Area,Ready To Move,Brookefield,4 Bedroom,1500.0,5.0,160.0,4,10666.666666666666
1581,Built-up  Area,Ready To Move,Brookefield,2 BHK,1225.0,2.0,72.0,2,5877.551020408163
1583,Super built-up  Area,Ready To Move,Brookefield,3 BHK,1746.0,3.0,115.0,3,6586.483390607102
1585,Plot  Area,Ready To Move,Brookefield,4 Bedroom,1560.0,3.0,149.0,4,9551.28205128205
1587,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1382.0,2.0,84.5,2,6114.3270622286545
1588,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1260.0,2.0,70.0,2,5555.555555555556
1589,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1206.0,2.0,90.0,2,7462.686567164179
1591,Super built-up  Area,Ready To Move,Brookefield,3 BHK,1594.0,3.0,140.0,3,8782.936010037642
1592,Built-up  Area,Ready To Move,Brookefield,2 BHK,1588.0,2.0,58.0,2,3652.3929471032748
1593,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,56.4,2,4891.587163920208
1594,Super built-up  Area,Ready To Move,Budigere,2 BHK,1162.0,2.0,59.9,2,5154.9053356282275
1595,Super built-up  Area,Ready To Move,Budigere,3 BHK,1991.0,4.0,103.0,3,5173.279758915118
1596,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,57.0,2,4943.625325238509
1597,Super built-up  Area,Ready To Move,Budigere,2 BHK,1162.0,2.0,57.0,2,4905.335628227194
1598,Super built-up  Area,Ready To Move,Budigere,2 BHK,1139.0,2.0,62.0,2,5443.371378402107
1599,Super built-up  Area,Ready To Move,Budigere,2 BHK,1139.0,2.0,56.8,2,4986.830553116769
1600,Super built-up  Area,Ready To Move,Budigere,2 BHK,1139.0,2.0,56.85,2,4991.220368744513
1603,Super built-up  Area,Ready To Move,Budigere,1 BHK,664.0,1.0,35.0,1,5271.084337349397
1604,Super built-up  Area,Ready To Move,Budigere,3 BHK,1820.0,3.0,93.0,3,5109.89010989011
1605,Super built-up  Area,Ready To Move,Budigere,3 BHK,1636.0,3.0,85.0,3,5195.59902200489
1606,Super built-up  Area,Ready To Move,Budigere,2 BHK,1444.0,2.0,70.0,2,4847.645429362881
1607,Super built-up  Area,Ready To Move,Budigere,2 BHK,1139.0,2.0,60.0,2,5267.778753292362
1609,Super built-up  Area,Ready To Move,Budigere,3 BHK,1820.0,3.0,93.0,3,5109.89010989011
1611,Super built-up  Area,Ready To Move,Budigere,2 BHK,1162.0,2.0,58.0,2,4991.394148020654
1612,Super built-up  Area,Ready To Move,Budigere,3 BHK,1636.0,3.0,85.0,3,5195.59902200489
1613,Super built-up  Area,Ready To Move,Budigere,3 BHK,1636.0,3.0,92.0,3,5623.471882640587
1614,Super built-up  Area,Ready To Move,Budigere,2 BHK,1087.0,2.0,54.3,2,4995.40018399264
1616,Super built-up  Area,Ready To Move,Budigere,2 BHK,1149.0,2.0,65.0,2,5657.093124456049
1617,Super built-up  Area,Ready To Move,Budigere,1 BHK,664.0,1.0,35.4,1,5331.325301204819
1618,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,56.7,2,4917.606244579359
1620,Super built-up  Area,Ready To Move,Budigere,2 BHK,1139.0,2.0,56.5,2,4960.491659350308
1621,Super built-up  Area,Ready To Move,Budigere,3 BHK,1636.0,3.0,83.0,3,5073.349633251833
1622,Built-up  Area,Ready To Move,Budigere,1 BHK,664.0,1.0,34.0,1,5120.481927710844
1624,Super built-up  Area,Ready To Move,Budigere,2 BHK,1162.0,2.0,58.0,2,4991.394148020654
1625,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,60.0,2,5203.816131830009
1626,Super built-up  Area,Ready To Move,Budigere,3 BHK,1820.0,3.0,99.0,3,5439.56043956044
1627,Super built-up  Area,20-Jun,Budigere,2 BHK,1172.0,2.0,56.725,2,4840.017064846416
1630,Super built-up  Area,Ready To Move,Budigere,3 BHK,1820.0,3.0,95.0,3,5219.780219780219
1632,Built-up  Area,Ready To Move,Budigere,3 BHK,1820.0,3.0,95.5,3,5247.252747252747
1633,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,56.0,2,4856.895056374675
1634,Super built-up  Area,20-Jun,Budigere,1 BHK,705.0,1.0,34.545,1,4900.0
1635,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,56.5,2,4900.260190806592
1636,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,58.0,2,5030.3555941023415
1637,Super built-up  Area,Ready To Move,Budigere,3 BHK,1636.0,3.0,88.0,3,5378.973105134474
1638,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,56.55,2,4904.596704249783
1639,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,56.5,2,4900.260190806592
1640,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,60.0,2,5203.816131830009
1642,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1120.0,2.0,55.0,2,4910.714285714285
1643,Built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1070.0,2.0,55.0,2,5140.186915887851
1644,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,740.0,2.0,37.0,2,5000.0
1645,Super built-up  Area,18-Aug,CV Raman Nagar,2 BHK,1230.0,3.0,47.0,2,3821.1382113821137
1646,Built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1726.0,3.0,145.0,3,8400.92699884125
1647,Built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1028.0,2.0,49.0,2,4766.536964980544
1648,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1392.0,2.0,98.0,2,7040.229885057472
1649,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1070.0,2.0,47.5,2,4439.252336448598
1650,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1825.0,3.0,126.0,3,6904.109589041096
